Landscape;Point;Trap_num;Year;Month;Day;Muncipality;Lat;Long;Alt;Ateuchus.volxemi;Ateuchus.carbonarius;Canthidium.sp;Chalcocopris.hesperus;Canthon.ibarragrassoi;Canthon.aff.angularis;Canthon.virens.chalybaeus;Canthon.histrio;Canthon.aff.luctuosus;Canthon.podagricus;Canthon.aff.semiopacus;Coprophanaeus.bellicosus;Coprophanaeus.cerberus;Coprophanaeus.saphirinus;Deltochilum.Deltohyboma.sp.;Deltochilum.brasiliense;Deltochilum.dentipes;Deltochilum.furcatum;Deltochilum.morbillosum;Deltochilum.rubripenne;Dichotomius.sp1;Dichotomius.sp2;Dichotomius.sp3;Dichotomius.sp4;Dichotomius.sp5;Dichotomius.assifer;Dichotomius.bos;Dichotomius.aff.carbonarius.sp1;Dichotomius.depressicollis;Dichotomius.fissus;Dichotomius.mormon;Dichotomius.quadrinodosus;Dichotomius.aff.carbonarius.sp2;Eurysternus.cyanescens;Eurysternus.francinae;Eurysternus.hirtellus;Eurysternus.inflexus;Eurysternus.parallelus;Ontherus.sulcator;Onthophagus.sp1;Onthophagus.sp2;Onthophagus.sp3;Onthophagus.sp4;Paracanthon.rosinae;Paracanthon.monteiroorum;Pseudocanthon.xanthurus;Phanaeus.dejeani;Phanaeus.splendidulus;Scybalocanthon.nigriceps;Sylvicanthon.foveiventris;Trichillum.sp.;Uroxys.sp1;Uroxys.sp2;Uroxys.sp3;Uroxys.sp4;Uroxys.aff.brevis
282;13;6;2015;na;na;Atibaia;na;na;na;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
282;13;7;2014;12;09/nov;Atibaia;-23.031096;-46.490339;874;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
282;13;10;2014;12;09/nov;Atibaia;-23.030891;-46.490533;873;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
282;13;10;2015;na;na;Atibaia;na;na;na;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
282;29;1;2015;1;25;Atibaia;-23.029616;-46.503198;847;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
282;29;4;2015;1;25;Atibaia;-23.029738;-46.502975;834;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
282;29;7;2015;1;25;Atibaia;-23.029916;-46.502807;838;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
282;29;10;2015;1;25;Atibaia;-23.029935;-46.502629;835;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
282;38;1;2015;1;25;Bragança Paulista;-23.020954;-46.488747;818;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
282;38;4;2015;1;25;Bragança Paulista;-23.021107;-46.488919;818;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
282;38;7;2015;1;25;Bragança Paulista;-23.021261;-46.48909;824;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
282;38;10;2015;1;25;Bragança Paulista;-23.02133;-46.489355;809;2;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
282;39;1;2014;12;09/nov;Atibaia;-23.037353;-46.488264;818;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;0;0;3;0;0;0;1;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
282;39;4;2014;12;09/nov;Atibaia;-23.037613;-46.48832;812;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3;0;0;0;0;0;0;0;2;0;0;0;1;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
282;39;7;2014;12;09/nov;Atibaia;-23.037721;-46.488085;809;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;2;0;0;0;0;2;0;0;3;0;0;0;5;1;11;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
282;39;10;2014;12;09/nov;Atibaia;-23.037973;-46.487911;800;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;4;0;0;0;0;1;0;0;1;0;0;1;5;1;9;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
291;1;1;2015;na;na;Igaratá;-23.076033;-46.166123;768;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
291;1;4;2015;na;na;Igaratá;-23.076236;-46.166158;758;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
291;1;7;2015;na;na;Igaratá;-23.076463;-46.166038;766;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
291;1;10;2015;na;na;Igaratá;-23.076666;-46.16609;757;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
291;2;1;2015;na;na;Piracaia;-23.055474;-46.163913;927;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
291;2;4;2015;na;na;Piracaia;-23.056171;-46.164196;994;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;4;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
291;2;7;2015;na;na;Piracaia;-23.056327;-46.164503;971;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
291;2;10;2015;na;na;Piracaia;-23.05661;-46.16459;970;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
291;3;1;2015;na;na;Piracaia;-23.056033;-46.159988;1029;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;2;0;1;9;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
291;3;4;2015;na;na;Piracaia;-23.055763;-46.160133;1025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;4;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
291;3;7;2015;na;na;Piracaia;-23.055578;-46.160182;1034;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;6;0;2;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
291;3;10;2015;na;na;Piracaia;-23.056027;-46.16031;1011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;5;0;0;4;0;4;14;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
291;4;1;2015;na;na;Igaratá;-23.060359;-46.143969;732;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
291;4;4;2015;na;na;Igaratá;-23.060546;-46.143803;733;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
291;4;7;2015;na;na;Igaratá;-23.060752;-46.143774;733;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
291;4;10;2015;na;na;Igaratá;-23.060938;-46.143513;733;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
291;5;1;2015;na;na;Igaratá;-23.065724;-46.136068;696;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
291;5;4;2015;na;na;Igaratá;-23.066082;-46.136065;717;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
291;5;7;2015;na;na;Igaratá;-23.066306;-46.136234;712;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
291;5;10;2015;na;na;Igaratá;-23.066461;-46.136369;700;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
291;11;1;2015;na;na;Piracaia;-23.06311;-46.169037;943;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
291;11;4;2015;na;na;Piracaia;-23.062816;-46.169065;934;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
291;11;7;2015;na;na;Piracaia;-23.062829;-46.168957;930;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
291;11;10;2015;na;na;Piracaia;-23.062717;-46.168653;929;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
291;24;1;2015;na;na;Piracaia;-23.053378;-46.167774;1128;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
291;24;4;2015;na;na;Piracaia;-23.053564;-46.167967;1128;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
291;24;7;2015;na;na;Piracaia;-23.053671;-46.168129;1142;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
291;24;10;2015;na;na;Piracaia;-23.053924;-46.168305;1144;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
317;0;1;2015;na;na;São Jose dos Campos;-23.005141;-46.031897;739;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
317;0;4;2015;na;na;São Jose dos Campos;-23.005024;-46.032029;740;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0
317;0;7;2015;na;na;São Jose dos Campos;-23.004951;-46.032158;767;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
317;0;10;2015;na;na;São Jose dos Campos;-23.004786;-46.032329;743;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
317;1;1;2015;na;na;São Jose dos Campos;-23.001504;-46.047159;760;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
317;1;4;2015;na;na;São Jose dos Campos;-23.00127;-46.047212;783;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
317;1;7;2015;na;na;São Jose dos Campos;-23.001353;-46.047097;776;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
317;1;10;2015;na;na;São Jose dos Campos;-23.001309;-46.046952;793;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
317;13;1;2015;na;na;São Jose dos Campos;-23.000539;-46.037605;757;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
317;13;4;2015;na;na;São Jose dos Campos;-23.000608;-46.037387;771;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
317;13;7;2015;na;na;São Jose dos Campos;-23.000563;-46.037226;764;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
317;13;10;2015;na;na;São Jose dos Campos;-23.000275;-46.037268;769;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
317;20;1;2015;na;na;São Jose dos Campos;-22.990768;-46.026636;722;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;9;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
317;20;4;2015;na;na;São Jose dos Campos;-22.990842;-46.02669;732;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
317;20;7;2015;na;na;São Jose dos Campos;-22.991029;-46.02657;726;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
317;20;10;2015;na;na;São Jose dos Campos;-22.991073;-46.026604;723;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
317;22;1;2015;na;na;São Jose dos Campos;-22.988902;-46.018349;705;0;0;1;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;2;2;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
317;22;4;2015;na;na;São Jose dos Campos;-22.988777;-46.018308;740;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;2;0;0;1;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
317;22;7;2015;na;na;São Jose dos Campos;-22.988555;-46.018353;755;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;1;0;4;5;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
317;22;10;2015;na;na;São Jose dos Campos;-22.98834;-46.018375;773;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;5;0;0;0;0;0;3;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
317;23;1;2015;na;na;São Jose dos Campos;-22.990437;-46.021857;731;0;0;1;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
317;23;4;2015;na;na;São Jose dos Campos;-22.990668;-46.021713;727;0;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
317;23;7;2015;na;na;São Jose dos Campos;-22.990915;-46.021525;725;0;0;1;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
317;23;10;2015;na;na;São Jose dos Campos;-22.991066;-46.021291;718;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
317;24;1;2015;na;na;São Jose dos Campos;-22.991785;-46.054572;799;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
317;24;4;2015;na;na;São Jose dos Campos;-22.991544;-46.054414;797;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
317;24;7;2015;na;na;São Jose dos Campos;-22.991285;-46.054356;799;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
317;24;10;2015;na;na;São Jose dos Campos;-22.991002;-46.054506;798;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
317;25;1;2015;na;na;São Jose dos Campos;-22.98379;-46.050769;732;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
317;25;4;2015;na;na;São Jose dos Campos;-22.984722;-46.051175;873;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
317;25;7;2015;na;na;São Jose dos Campos;-22.985052;-46.051196;877;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
317;25;10;2015;na;na;São Jose dos Campos;-22.985307;-46.051019;860;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
329;0;1;2014;12;16;Vargem;-23.003184;-46.033845;775;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
